forlag_id;Original tittel;Internasjonal tittel;ISBN-prefiks;Land;Nivå 2023;Nivå 2022;Nivå 2021;Nivå 2020;Nivå 2019;Nivå 2018;Nivå 2017;Nivå 2016;Nivå 2015;Nivå 2014;Nivå 2013;Nivå 2012;Nivå 2011;Nivå 2010;Nivå 2009;Nivå 2008;Nivå 2007;Nivå 2006;Nivå 2005;Nivå 2004;URL;Sist oppdatert
"19213";"ACM Publications";"ACM Publications";"978-1-58113";"USA";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"http://www.acm.org/pubs/";"2022-08-04 14:37:49"
"19140";"ACM Special Interest Group on Computer Science Education (SIGCSE)";"ACM Special Interest Group on Computer Science Education (SIGCSE)";"";"USA";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"https://sigcse.org/sigcse/";"2022-08-04 14:46:30"
"18043";"Acoustical Society of America (ASA)";"Acoustical Society of America (ASA)";"978-1-56396";"";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"2022-08-04 14:46:30"
"20240";"Acta Graphica Publishers";"Acta Graphica Publishers";"978-953-7292, 978-953-96276";"Kroatia";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"";"http://rektorat.unizg.hr/";"2022-08-04 14:46:30"
"19166";"ACTA Press";"ACTA Press";"978-0-88986";"Canada";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"http://www.actapress.com/";"2022-08-04 14:46:30"
"15201";"Acta Universitatis Gothoburgensis";"Acta Universitatis Gothoburgensis";"";"Sverige";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"2022-08-04 14:46:30"
"26752";"Acta Universitatis Matthaei Belii";"Acta Universitatis Matthaei Belii";"978-80-557";"Polen";"";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"http://www.pdf.umb.sk/veda-a-vyskum/referat-pre-vedu-vyskum-a-umenie/acta-universitatis-matthaei-belii/";"2022-08-04 14:46:30"
"21047";"ACTAR";"ACTAR";"";"Spania";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"http://www.actar.com/index.php?lang=en";"2022-08-04 14:46:30"
"14045";"Actes Sud";"Actes Sud";"978-2-7427";"Frankrike";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"";"http://www.actes-sud.fr/";"2022-08-04 14:46:30"
"18044";"Acton Publishers";"Acton Publishers";"978-9966-888";"";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"2022-08-04 14:46:30"
"26449";"Actuarial and Financial Mathematics Conference";"Actuarial and Financial Mathematics Conference";"978-90-6569";"Belgia";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"http://www.afmathconf.ugent.be/";"2022-08-04 14:46:30"
"20889";"Acumen Publishing";"Acumen Publishing";"";"Storbritannia";"";"";"";"";"";"";"";"";"";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"";"http://www.acumenpublishing.co.uk/";"2020-05-12 11:32:10"
"12677";"Addis Ababa University Press";"Addis Ababa University Press";"978-0-7658";"Etiopia";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"2022-08-04 14:46:30"
"19418";"Adenine Press";"Adenine Press";"978-0-940030";"USA";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"0";"";"http://www.adeninepress.com/";"2022-08-04 14:46:30"
"20574";"Adonis & Abbey Publishers Ltd.";"Adonis & Abbey Publishers Ltd.";"";"Storbritannia";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"";"http://adonisandabbey.com";"2022-08-04 14:46:30"
"26726";"Advanced Building Skins. ABS";"Advanced Building Skins. ABS";"978-3-981205";"";"";"1";"1";"1";"1";"1";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"";"http://abs.green/home/";"2022-08-04 14:46:30"
"20967";"Advanced Knowledge International";"Advanced Knowledge International";"";"Australia";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"";"http://www.innoknowledge.com/";"2022-08-04 14:46:30"
"26890";"Advances in Hospitality & Tourism Marketing and Management (AHTMM) Conference Proceedings";"Advances in Hospitality & Tourism Marketing and Management (AHTMM) Conference Proceedings";"978-0-9964244";"";"";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"http://www.ahtmm.com/";"2022-08-04 14:46:30"
"26703";"Advancing Geographic Information Science: The Past and Next Twenty Years";"Advancing Geographic Information Science: The Past and Next Twenty Years";"978-0-9852444";"";"";"1";"1";"1";"1";"1";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"";"http://gsdiassociation.org/index.php/publications/publications.html";"2022-08-04 14:46:30"
"23147";"Afdeling for dialektforskning, Nordisk forskningsinstitut, Københavns universitet";"Afdeling for dialektforskning, Nordisk forskningsinstitut, Københavns universitet";"";"Danmark";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"";"";"";"http://dialektforskning.ku.dk/";"2022-08-04 14:46:30"
"28009";"AFRHC - Association française de recherche sur l'histoire du cinéma";"AFRHC - Association française de recherche sur l'histoire du cinéma";"978-2-37029";"Frankrike";"";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"https://afrhc.fr/category/livres/";"2022-02-18 09:55:23"
"20059";"Africa Institute of South Africa (AISA)";"Africa Institute of South Africa (AISA)";"";"Sør-Afrika";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"http://www.ai.org.za/";"2022-08-04 14:46:30"
"19818";"Africa World Press";"Africa World Press";"978-1-59221";"USA";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"http://africaworldpressbooks.com/brands/Africa-World-Press.html";"2022-08-04 14:46:30"
"21497";"African Centre for the Constructive Resolution of Disputes";"African Centre for the Constructive Resolution of Disputes";"";"Sør-Afrika";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"2022-08-04 14:46:30"
"23124";"African Minds";"African Minds";"";"Sør-Afrika";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"";"";"";"http://www.africanminds.co.za/";"2022-08-04 14:46:30"
"18915";"African Studies Center";"African Studies Center";"";"USA";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"0";"";"";"2022-08-04 14:46:30"
"24846";"AFRICAN SUN MeDIA";"AFRICAN SUN MeDIA";"978-1-920109";"Sør-Afrika";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"";"";"";"";"";"http://www.sun.ac.za/university/sunmedia.html";"2022-08-04 14:46:30"
"26651";"Agosto Foundation";"Agosto Foundation";"978-80-905021";"Tsjekkia";"";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"http://www.agosto-foundation.org/";"2022-08-04 14:46:30"
"20905";"AIDIC - associazione italiana di ingegneria chimica";"AIDIC - associazione italiana di ingegneria chimica";"";"Italia";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"";"http://www.aidic.it/italiano/itaindex.html";"2022-08-04 14:46:30"
"18060";"AIP Publishing (American Institute of Physics)";"AIP Publishing (American Institute of Physics)";"978-0-7354";"USA";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"https://aip.scitation.org/";"2022-08-04 14:37:49"
"22482";"Air Infiltration and Ventilation Centre (AIVC)";"Air Infiltration and Ventilation Centre (AIVC)";"978-2-930471";"Belgia";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"http://www.aivc.org/";"2022-08-04 14:46:30"
"25449";"Air University Press";"Air University Press";"978-1-58566";"USA";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"";"";"";"";"";"";"";"";"http://aupress.maxwell.af.mil/";"2022-08-04 14:46:30"
"19882";"Aisthesis Verlag";"Aisthesis Verlag";"978-3-8498";"Tyskland";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"http://www.aisthesis.de/index.html";"2022-08-04 14:46:30"
"18045";"Akadémiai Kiadó";"Akadémiai Kiadó";"978-963-05";"Ungarn";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"http://www.akkrt.hu/";"2022-08-04 14:46:30"
"18046";"Akademie Verlag";"Akademie Verlag";"978-3-05";"Tyskland";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"http://www.akademie-verlag.de";"2022-08-04 14:46:30"
"25250";"Akademika forlag";"Akademika forlag";"";"Norge";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"";"";"";"";"";"";"http://www.akademikaforlag.no/";"2022-08-04 14:46:30"
"18047";"Akademisk Forlag";"Akademisk Forlag";"978-87-500";"Danmark";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"http://www.akademisk.dk/";"2022-08-04 14:46:30"
"18048";"Akademisk Publisering";"Akademisk Publisering";"978-82-8152";"Norge";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"2022-08-04 14:37:49"
"21049";"Akashi Shoten Co. Ltd.";"Akashi Shoten Co. Ltd.";"";"Japan";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"";"";"http://www.akashi.co.jp";"2022-08-04 14:46:30"
"19095";"Akilles forlag";"Akilles forlag";"978-82-7286";"Norge";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"http://www.akilles.no/article.asp?w=&x=889";"2022-08-04 14:46:30"
"18049";"Akribe Forlag";"Akribe Forlag";"978-82-91447";"Norge";"";"";"";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"http://www.akribe.no/";"2020-04-15 14:53:19"
"26545";"Akropolis";"Akropolis";"978-80-7470";"Tsjekkia";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"";"";"";"";"";"";"";"";"http://www.akropolis.info";"2022-08-04 14:46:30"
"18996";"Aland-Verlag";"Aland-Verlag";"";"Tyskland";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"2022-08-04 14:46:30"
"25653";"Alaska Sea Grant";"Alaska Sea Grant";"";"USA";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"";"";"";"";"";"";"http://seagrant.uaf.edu/";"2022-08-04 14:46:30"
"26950";"Albatros Ediciones - Serie Palabras de América";"Albatros Ediciones";"978-84-7274";"Spania";"";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"https://www.albatrosediciones.com/index.php";"2022-08-04 14:46:30"
"23924";"Aldring og helse";"Aldring og helse";"";"Norge";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"http://www.nordemens.no/?pageID=133&ItemID=0";"2022-08-04 14:46:30"
"18963";"Aldwych Press";"Aldwych Press";"";"Storbritannia";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"0";"";"";"2022-08-04 14:46:30"
"20268";"Aletejja";"Aletejja";"978-5-89329";"Russland";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"";"2022-08-04 14:46:30"
"25073";"Aletheia - Associação Científica e Cultural";"Aletheia - Associação Científica e Cultural";"";"Portugal";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"";"";"";"";"";"";"http://www.braga.ucp.pt/site/custom/template/ucptplfac.asp?sspageID=1551&lang=1";"2022-08-04 14:46:30"
"19637";"Alfred Kröner";"Alfred Kröner";"978-3-520";"Tyskland";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"";"http://www.kroener-verlag.de/";"2022-08-04 14:46:30"
"25768";"Alfred-Wegener-Institut für Polar- und Meeresforschung in der Helmholtz-Gemeinschaft";"Alfred-Wegener-Institut für Polar- und Meeresforschung in der Helmholtz-Gemeinschaft";"";"Tyskland";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"2022-08-04 14:46:30"
"19193";"Alinea";"Alinea";"978-953-180";"Kroatia";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"0";"";"http://www.alinea.hr/";"2022-08-04 14:46:30"
"12841";"Allen & Unwin";"Allen & Unwin";"978-1-74175, 978-1-74237, 978-1-86448, 978-1-96448";"Australia";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"http://www.allenandunwin.com/";"2022-08-04 14:46:30"
"23603";"Alliance Publishing Trust";"Alliance Publishing Trust";"";"Storbritannia";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"http://www.alliancemagazine.org/en/content/alliance-publishing-trust";"2022-08-04 14:46:30"
"18628";"Allied Publishers Group";"Allied Publishers Group";"978-81-9001";"India";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"http://www.alliedpublishers.com/";"2022-08-04 14:46:30"
"26534";"Allkopi Forlag";"Allkopi Forlag";"978-82-998475";"Norge";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"http://www.allkopi.no/";"2022-08-04 14:46:30"
"19221";"Allured Publishing";"Allured Publishing";"";"USA";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"0";"";"";"2022-08-04 14:46:30"
"18050";"Allyn & Bacon";"Allyn & Bacon";"978-0-205";"USA";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"2022-08-04 14:46:30"
"19152";"Alma Talent";"Alma Talent";"978-952-14";"Finland";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"0";"";"http://pro.almatalent.fi";"2022-08-04 14:46:30"
"18051";"Almenna bókafélagið";"Almenna bókafélagið";"978-9979-3";"";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"2022-08-04 14:46:30"
"18052";"Almqvist & Wiksell";"Almqvist & Wiksell";"978-91-21";"";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"2022-08-04 14:46:30"
"20981";"Alpha Beta Sigma";"Alpha Beta Sigma";"";"Sverige";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"2022-08-04 14:46:30"
"20169";"Alpha Science";"Alpha Science";"978-1-84265";"Storbritannia";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"http://www.alphasci.com/";"2022-08-04 14:46:30"
"19039";"AltaMira Press";"AltaMira Press";"978-0-7591";"USA";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"";"http://www.altamirapress.com/";"2022-08-04 14:46:30"
"26628";"Althouse Press";"Althouse Press";"978-0-920354";"Canada";"";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"http://www.edu.uwo.ca/althousepress/index.html";"2022-08-04 14:46:30"
"18053";"Alvheim og Eide akademisk forlag";"Alvheim og Eide akademisk forlag";"978-82-90359";"Norge";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"2022-08-04 15:22:41"
"25740";"AMAP - Arctic Monitoring and Assessment Programme";"AMAP - Arctic Monitoring and Assessment Programme";"978-82-7971";"Norge";"";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"http://www.amap.no/";"2022-08-04 14:46:30"
"26716";"American Academy of Orthopaedic Surgeons";"American Academy of Orthopaedic Surgeons";"978-1-625";"USA";"";"1";"1";"1";"1";"1";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"";"http://www.aaos.org";"2022-08-04 14:46:30"
"19432";"American Association for Marriage and Family Therapy";"American Association for Marriage and Family Therapy";"";"USA";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"0";"";"http://www.aamft.org/index_nm.asp";"2022-08-04 14:46:30"
"18054";"American Association of Petroleum Geologists (AAPG)";"American Association of Petroleum Geologists (AAPG)";"978-0-89181";"";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"2022-08-04 14:46:30"
"19608";"American Association of Public Health Dentists";"American Association of Public Health Dentists";"";"USA";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"0";"";"";"2022-08-04 14:46:30"
"19620";"American Association of Teachers of Spanish and Portuguese";"American Association of Teachers of Spanish and Portuguese";"";"USA";"";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"http://www.aatsp.org/scriptcontent/index.cfm";"2022-08-04 14:46:30"
"18055";"American Ceramic Society";"American Ceramic Society";"978-0-91604";"";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"2022-08-04 14:46:30"
"18056";"American Chemical Society (ACS)";"American Chemical Society (ACS)";"978-0-8412";"USA";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"2022-08-04 15:22:41"
"21320";"American Concrete Institute";"American Concrete Institute";"978-0-614";"USA";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"";"";"http://www.concrete.org/bookstore/bookstore.htm";"2022-08-04 14:46:30"
